customer_id,natural_key,first_name,last_name,email,phone,address_line1,address_line2,city,state_region,postcode,country_code,latitude,longitude,birth_date,join_ts,is_vip,gdpr_consent
437,CUST-A0Z-----,Carol,Burns,ajohnson@example.com,+61-3-1083-4787,99 Robert Road,,St. Sandrachester,QLD,3347,AU,-42.960774,148.649374,1993-02-11,2024-05-15T02:46:49,False,True
438,CUST-09-A-00Z,Kelly,Yates,davidhamilton@example.org,3417.5293,3 Robin Villas,,Lake Andrewside,NT,2690,AU,-42.181277,127.400696,1988-08-24,2024-09-10T15:25:52,False,True
439,CUST----0900-,Jared,Macdonald,vhayes@example.org,(08) 0039 4121,None,,Cynthiaton,QLD,2915,AU,-36.234074,144.451684,1979-09-05,2024-12-25T03:10:36,False,False
440,CUST-Z--Z-0AA,Luke,Aguirre,hamiltonnicole@example.net,(07)40281450,34 Jennifer Alleyway,,Stephanieview,SA,2985,AU,-43.441343,117.512053,1972-11-01,2024-07-12T00:57:33,True,True
441,CUST--AZ--A-0,Victoria,Huerta,john87@example.net,(08).0760.5589,Unit 92 278 Glenn Grove,,New Elizabethside,ACT,0218,AU,-42.175755,141.742318,2007-04-27,2024-12-23T10:54:17,False,True
442,CUST-A-9-AZAA,Stephanie,Swanson,stokescheyenne@example.net,0415.047.694,25/25 Villegas Pass,,Kristyport,VIC,2629,AU,-35.704818,148.766009,2005-01-09,2024-06-05T08:16:34,False,True
443,CUST-090--A--,Shaun,Mcneil,montgomeryamanda@example.com,7757.0487,0 Smith Frontage,,East John,ACT,2619,AU,-37.473000,128.203995,1994-02-18,2024-03-25T01:59:25,False,True
444,CUST--Z-ZA-AZ,Alex,Macdonald,michelle23@example.org,7053.4968,0 Carlos Chase,,Nathanton,NT,2666,AU,-37.616110,113.294672,1984-02-24,2024-02-13T20:45:27,False,False
445,CUST-ZZZA0-ZA,Xavier,Coffey,steven95@example.org,43083550,84 Randy Quays,,Brendastad,ACT,2619,AU,-35.034888,132.143136,2005-01-19,2025-01-31T05:28:05,False,True
446,CUST--A-9A90Z,Andrew,Reed,matthewmoore@example.com,03.6785.5689,47 Kelly End,,Port Melissa,NSW,2663,AU,-38.983801,151.691155,2014-08-12,2024-11-29T19:03:08,False,True
447,CUST-9-0-Z09A,William,Horn,echase@example.org,0485 341 569,92 Obrien Gully,,East Alicialand,NSW,9057,AU,-43.850582,142.652693,1987-10-09,2024-10-07T03:10:25,False,True
448,CUST-ZAZAAZ--,Theresa,James,aaronwilliams@example.org,0440 682 467,77/33 Douglas Intersection,,Jeffreyport,QLD,1641,AU,-34.283194,131.530360,1992-08-10,2024-05-26T14:35:51,False,True
449,CUST--Z0A-9Z-,Sara,Cook,brogers@example.org,+61 423 319 989,Apt. 073 09 Anthony Byway,,Matthewmouth,TAS,2994,AU,-38.391996,118.182489,1969-06-12,2024-05-28T13:40:59,True,True
450,CUST-ZA00990-,Devin,Bennett,brownlinda@example.org,4488 3424,4 Boyd Right Of Way,,Lorimouth,TAS,2495,AU,-40.712794,124.691394,2014-03-21,2024-09-05T07:44:30,False,False
451,CUST-0ZA-9---,Paul,Mayer,christopher59@example.org,03144962,6 William Service Way,,Larsonshire,VIC,2983,AU,-43.770573,142.344656,1997-12-10,2024-05-18T09:10:39,True,True
452,CUST--Z90-Z90,Lauren,Hensley,fryedonna@example.org,8291.1096,9 Tonya Outlook,,East Brittanyhaven,VIC,2184,AU,-40.507237,128.764043,2002-08-29,2024-10-01T05:51:01,False,True
453,CUST-A--A99--,John,Casey,richardgomez@example.org,9954.3276,2 Smith Line,,Martinhaven,NSW,2922,AU,-39.005543,124.656314,1996-06-16,2024-05-14T18:57:28,False,True
454,CUST-9-90AA9-,Christopher,Vazquez,xvargas@example.org,1242.3106,Level 4 1 Jason Wynd,,Ashleyview,QLD,2609,AU,-41.902369,119.646360,2011-10-01,2024-01-08T13:28:50,False,True
455,CUST-9ZA09000,Randall,Anderson,clarklaura@example.net,2296 8990,Apt. 749 8 Clarke Quays,,Martinezmouth,TAS,2655,AU,-40.268785,134.110143,1974-08-04,2024-10-04T15:52:11,False,True
456,CUST-9A-A9AAZ,Lisa,Stevens,sandraflowers@example.com,02 3123 7765,Apt. 883 19 Boone Row,,New Ryan,QLD,2700,AU,-38.966385,144.234826,1986-01-03,2024-08-03T07:42:50,False,True
457,CUST-9009AZ09,Katherine,Hopkins,hughesricardo@example.org,5116-4039,47 Moore Basin,,Fernandostad,VIC,2686,AU,-34.973269,148.373508,1981-09-02,2024-01-03T15:05:36,False,True
458,CUST-----90ZZ,Troy,Butler,jdickson@example.org,+61.441.967.082,2 Estrada Circlet,,Port Maria,TAS,2950,AU,-37.637265,151.094225,1975-08-02,2024-07-25T11:34:57,True,True
459,CUST-Z9-0-A-9,Denise,Flores,rachel42@example.net,+61.422.654.506,Unit 04 96 Wendy Courtyard,,Wilkersonfurt,QLD,2216,AU,-36.299678,118.121944,2008-10-10,2024-02-10T20:49:06,True,True
460,CUST-9ZZ9----,Katrina,Estrada,lanedebra@example.com,+61-2-3754-9637,1 Mitchell End,,Lake Alejandroside,SA,2452,AU,-37.725620,137.535463,2011-12-23,2024-02-22T04:02:20,True,True
461,CUST-AZA-0-0A,Curtis,Allen,mwalton@example.net,+61246225144,Apt. 017 383 Holly Quadrant,,Port Benjaminville,TAS,2460,AU,-39.800929,147.588541,2000-06-13,2024-03-23T06:32:47,False,True
462,CUST---Z-Z0AA,Ashley,Stephens,jerry85@example.net,+61-464-567-488,Apt. 733 1 Cox Grove,,Petersmouth,WA,2611,AU,-38.820051,142.438439,1979-05-28,2024-07-05T04:10:45,True,True
463,CUST-9-ZZA-Z0,Tamara,Butler,khancraig@example.net,08 1111 4895,Unit 85 9 Smith Right Of Way,,West Jenniferport,SA,2941,AU,-41.499069,119.915058,1985-03-20,2024-07-20T03:44:46,False,True
464,CUST-0Z00990-,Joshua,Michael,dawnquinn@example.net,(03).3465.1870,1 Harrison Viaduct,,Greenville,TAS,0202,AU,-40.260395,137.307939,1965-10-06,2024-08-18T06:05:21,False,True
465,CUST-A0---9ZA,Alexandria,Perez,iwheeler@example.org,02.4742.3415,721 Larson Ridgeway,,West Ginafurt,VIC,2924,AU,-40.280357,143.180582,1970-12-21,2024-01-05T11:35:58,False,True
466,CUST---Z--0ZA,Denise,Mckinney,johnsoncarrie@example.com,(02)27364807,583 Page Gates,,Mcphersonchester,WA,2012,AU,-39.647944,144.535779,1977-10-10,2024-04-10T01:48:29,False,True
467,CUST--00-Z--A,William,Adams,ksmith@example.com,0439 081 580,62 Kennedy Ronde,,East Mikestad,WA,2621,AU,-34.331464,113.480328,2007-11-10,2024-09-27T01:25:27,False,True
468,CUST-AZ900ZZZ,Tina,Brown,owendanielle@example.net,+61.7.6789.0180,6 Paul Roadside,,Anthonyfort,NSW,2689,AU,-37.589029,148.418873,1993-07-18,2024-11-12T03:44:26,True,True
469,CUST-909-Z-A-,Kaitlyn,Ryan,julie15@example.org,6985-0834,Apt. 942 00 Gonzalez Riviera,,Shepherdport,VIC,6613,AU,-34.528551,115.001687,1989-07-18,2024-12-18T22:18:34,False,True
470,CUST---A0Z--0,Kelly,Peters,hollywilliams@example.org,(07)35241843,681/98 Brent Front,,West Jeffreybury,SA,2991,AU,-34.236505,124.876455,2003-04-22,2024-04-25T03:20:32,True,True
471,CUST--999A9-A,Alex,Salazar,oscott@example.com,+61.2.3141.6847,Unit 08 4 Johnson Follow,,Lake Patrickshire,TAS,2634,AU,-42.954653,120.346458,2012-12-23,2025-01-24T19:12:39,False,True
472,CUST--9A---Z0,Jerry,Williams,dtaylor@example.com,+61 2 8244 0868,Apt. 635 564 Andrew Rise,,North Alexis,SA,2928,AU,-39.769060,139.450640,2011-10-15,2024-11-27T03:42:57,False,True
473,CUST-A--000Z9,Andrew,Nelson,kmoore@example.org,(03) 6100 1548,135 Jacqueline Intersection,,Hornchester,TAS,2675,AU,-40.030720,129.233937,1989-12-09,2024-01-28T16:04:07,False,True
474,CUST---Z-0-0Z,Kim,Ali,hallnicole@example.org,(03)69489994,68/77 Troy Vista,,Port Tara,NT,2969,AU,-41.804202,114.125511,1963-03-15,2024-10-21T09:41:28,False,True
475,CUST-90-9A900,Rachel,Bonilla,shaneheath@example.net,03 0392 5886,92/184 Jared Ride,,Marcusbury,VIC,2644,AU,-41.120214,112.124275,1976-08-08,2024-09-14T22:39:02,False,True
476,CUST-9--A0-ZZ,James,Espinoza,barberrobert@example.net,+61-455-842-150,964 Kelly Top,,Prestonton,NT,2663,AU,-35.187425,118.829004,1960-11-14,2024-10-31T12:49:16,False,True
477,CUST---Z9AA-A,Hunter,Jones,courtney80@example.com,+61-2-2444-1091,3 Sandra Access,,East Rebecca,WA,2648,AU,-36.651850,151.591725,1983-02-01,2024-12-05T17:42:45,False,True
478,CUST-99A0Z--Z,Edward,Baker,kimberly85@example.com,+61 7 1025 3099,1 Davis Artery,,Rosston,QLD,2909,AU,-38.224158,139.832243,1998-08-22,2024-07-03T07:30:41,False,True
479,CUST-Z-9Z0-9-,Briana,Young,julie58@example.com,95592435,905/142 Andrew Basin,,Holderberg,SA,2793,AU,-38.204832,140.073425,1971-01-12,2024-08-09T16:34:01,False,True
480,CUST-A-990--0,Katherine,Moreno,vpineda@example.org,08 3590 1196,617 Madeline Promenade,,Stephenborough,WA,2910,AU,-41.052733,130.154327,1979-07-01,2024-05-24T21:35:35,True,True
481,CUST---ZA9ZAZ,Wendy,Baxter,lawrencejulie@example.net,(07)61839988,5 Glover Row,,Colebury,TAS,2335,AU,-34.817402,123.632081,1962-11-19,2024-08-30T12:54:42,False,True
482,CUST-ZA-0ZZ--,Beth,Henderson,brian23@example.org,8489-5546,Apt. 874 90 Ward Part,,Kellymouth,QLD,9950,AU,-42.004768,124.199844,1986-09-04,2024-10-17T22:52:35,False,True
483,CUST-A9-9--0Z,Mary,Barker,justin44@example.net,9702.5275,Apt. 325 30 Lopez Grove,,Martinstad,QLD,2669,AU,-34.874417,113.056885,1997-10-05,2024-02-15T05:07:06,False,True
484,CUST----Z--A0,Amanda,Rivera,jacobsrichard@example.net,+61807933830,189 Katherine Siding,,Robertmouth,QLD,2346,AU,-35.701057,137.995198,1989-12-01,2024-10-31T03:32:46,False,True
485,CUST-9-AA99-9,Timothy,Flynn,walkeranthony@example.org,(02) 4024 6291,29/538 Patrick Steps,,West Jillshire,QLD,7892,AU,-37.603319,118.191020,1987-11-22,2025-01-03T00:14:05,False,True
486,CUST--A---A-A,Taylor,Robinson,mortoncody@example.org,0429-134-144,153 Tucker Circuit,,South Anthonystad,TAS,7097,AU,-39.162805,119.361758,1981-01-28,2024-10-06T09:28:34,False,True
487,CUST-0999---A,Joseph,Williamson,cannonfrank@example.org,+61-448-069-500,7/1 Lewis Subway,,Christinemouth,WA,2862,AU,-37.324645,150.363657,2004-03-23,2024-07-07T10:01:08,True,True
488,CUST-A--Z0A00,Joshua,Wilson,gomezcourtney@example.org,07.1065.3327,Level 0 935 Chapman Riviera,,Evanstown,ACT,5459,AU,-39.320929,140.922611,1984-11-03,2024-01-05T05:45:50,False,True
489,CUST--9-0A9--,Anthony,Buchanan,hhurst@example.com,0489.702.550,Unit 74 157 Ewing Dell,,Andradeview,TAS,0885,AU,-36.373924,124.117195,1995-05-05,2024-02-04T23:29:19,False,True
490,CUST--9Z9-9Z-,Derek,Johnson,michael94@example.net,(02)57585587,Unit 99 465 Pugh Plateau,,Burnsside,ACT,2184,AU,-42.408203,115.861618,1969-07-12,2024-09-12T17:20:44,False,True
491,CUST--AA90A-0,Maria,Houston,nicholasjohnson@example.net,(07) 7477 6488,271/463 Cochran Centre,,Porterfort,WA,2923,AU,-40.788408,139.949029,1993-11-17,2024-03-09T23:12:24,False,True
492,CUST-9---0Z--,Latasha,Stephens,zimmermankristen@example.net,0400-690-903,1 Thomas Quays,,Griffithland,NSW,3184,AU,-40.404390,128.321095,2009-01-13,2024-02-06T12:24:17,False,True
493,CUST---Z0-0Z-,Marissa,Huffman,reidpaul@example.org,(07)04608585,3 Paul Frontage,,Johnsontown,QLD,9365,AU,-38.308476,117.087695,2006-05-28,2024-06-01T03:40:26,False,True
494,CUST-A0ZZZ--9,Martin,Rodriguez,johnsonkari@example.com,07 7448 3154,Flat 69 654 Catherine Byway,,North Rodney,SA,2382,AU,-43.433518,139.900716,1969-12-12,2024-10-25T17:08:52,False,False
495,CUST--AZZ0---,Michael,Aguilar,michaelhayes@example.net,08.1023.3380,45 Virginia Turn,,Derekfurt,NT,3156,AU,-38.361438,136.400068,1963-03-04,2024-06-26T02:34:35,False,True
496,CUST--AAZ-09A,Manuel,Martin,shaneadams@example.org,08-1454-1856,925 Kelly Corso,,Cookview,SA,2688,AU,-35.235502,121.110205,1964-12-18,2024-01-14T07:08:32,False,True
497,CUST-A900-00-,John,Dean,butlermia@example.com,+61 497 617 794,7 Jacqueline Beach,,Kingport,VIC,2135,AU,-40.568744,148.722744,1981-05-14,2024-04-28T03:20:57,False,True
498,CUST--9AAAA--,Samantha,Chang,marywilson@example.com,7263.2843,394 Mark Pass,,Hallburgh,SA,2738,AU,-37.447910,121.769774,1986-03-26,2024-03-07T22:04:05,False,True
499,CUST--9Z--009,Pamela,Sharp,dicksonerik@example.org,02-7037-0452,59 Amber Roads,,Port Jose,WA,2183,AU,-38.585808,116.175127,1991-02-05,2024-07-29T22:38:29,False,True
500,CUST--ZA-9--Z,Erica,Drake,davisjohn@example.org,+61-486-423-913,8 Charles Range,,St. Maureen,WA,0912,AU,-43.662438,123.118693,1994-06-19,2024-06-02T03:04:34,False,False
501,CUST-A0--00-0,Darren,Thornton,jeffreybradley@example.com,+61858924671,676 Atkinson Steps,,New Maxwellborough,TAS,2209,AU,-34.899460,142.179123,1990-03-01,2024-05-14T21:30:58,False,True
502,CUST-099-A90A,John,Barnes,keith32@example.com,46368999,045 Spencer Corner,,Coleview,VIC,2969,AU,-40.187090,141.825355,1981-05-16,2024-03-08T00:33:10,False,True
503,CUST-0Z---ZZA,Lynn,Wells,spencerdenise@example.net,+61 457 788 893,None,,South Staceyshire,TAS,9898,AU,-40.790106,122.580702,1976-01-15,2024-08-15T16:50:50,True,True
504,CUST-AZA--09-,Anna,Black,smithmaria@example.org,+61.2.6095.4731,3 Marshall Mew,,Dennismouth,VIC,2361,AU,-42.727775,137.213527,1973-03-06,2024-11-12T23:53:00,True,True
505,CUST--AA9-0Z-,Alyssa,Roberts,reidchristine@example.net,+61.3.1588.5529,Suite 141 627 Mcbride Crossing,,Garnerville,QLD,2929,AU,-43.225209,129.752507,2005-11-05,2024-02-09T08:37:41,False,True
506,CUST--A9-ZZ0A,Scott,Cook,vaughncolleen@example.com,+61 490 906 096,9 Payne Crossroad,,West Charles,TAS,2613,AU,-43.553894,149.212341,2013-01-15,2024-01-14T03:52:04,False,True
507,CUST-A----0Z9,Hannah,Patton,christopher45@example.org,(07)-1377-3457,Suite 166 0 Zachary Point,,Sanchezstad,WA,2619,AU,-42.787576,147.139184,1964-08-12,2024-11-06T17:11:49,False,True
508,CUST----ZZ-0Z,Jeffrey,Kelly,lisamartinez@example.com,+61.3.5772.4861,00 Gamble Spur,,Port Brianburgh,NSW,2930,AU,-40.480154,132.225738,1992-07-02,2024-11-30T17:37:39,False,True
509,CUST--0----99,Andrew,Harris,hthomas@example.com,(02) 5314 8045,65 Patrick Terrace,,East Haydenview,NSW,2949,AU,-38.949741,117.935943,2004-05-02,2024-11-19T07:12:45,True,True
510,CUST-990A-AZ-,Willie,Hill,qtaylor@example.net,0719 0098,Suite 244 159 Buck Chase,,Gambleshire,ACT,7355,AU,-40.456322,128.092700,2009-12-18,2024-05-03T10:40:55,False,True
511,CUST-A-A90A9Z,Joseph,Thompson,robert21@example.com,07-0507-2899,1 Collins Loop,,Maryside,TAS,1520,AU,-36.762925,135.582325,2005-09-12,2024-02-12T05:32:36,False,True
512,CUST---09-0ZZ,Amanda,Brown,zsantiago@example.org,03.9398.9275,216 Austin Deviation,,Danielhaven,QLD,5442,AU,-40.159323,142.292009,1972-11-05,2024-01-22T07:40:14,False,True
513,CUST-Z00ZZ-ZA,Lindsay,Herrera,michaelking@example.net,02.1640.7679,131/358 Maddox Crescent,,Stanleytown,ACT,2655,AU,-41.931569,145.551600,1975-02-23,2024-01-15T21:47:12,False,True
514,CUST-Z-AAZ0-0,Cory,Murphy,lisa88@example.net,(03).6796.0321,3 Villarreal Riverway,,New Jamesmouth,QLD,0234,AU,-39.677341,122.522261,1972-04-10,2024-05-22T04:14:24,False,True
515,CUST-Z-9A-0ZZ,Kimberly,Hale,juannewman@example.org,8153.9646,Apt. 133 258 Lisa Parkway,,Rodriguezfort,NT,2647,AU,-36.058026,124.701088,2010-01-28,2024-12-04T22:47:41,True,True
516,CUST--Z0-0-09,Tammy,Miller,brianpalmer@example.net,0449-685-557,93 Kaitlin Ridgeway,,North Erica,VIC,2901,AU,-35.428432,141.977839,1960-04-14,2024-08-10T02:26:56,False,False
517,CUST--99-Z90-,James,Walker,ashleywhite@example.org,(03) 2113 7233,012 Nathan Route,,Michaelside,QLD,0867,AU,-39.097780,137.201100,2013-08-20,2024-07-01T19:47:06,True,True
518,CUST--009ZAZ0,Andrew,Burnett,daviswhitney@example.net,3114-9426,973 Robinson Anchorage,,Wallacehaven,WA,2667,AU,-36.263182,131.349549,2003-11-20,2024-11-03T15:00:02,False,True
519,CUST--0AZ9Z0Z,Dawn,Jones,joel01@example.com,+61 420 847 000,4 Reed Service Way,,New Danielletown,ACT,2641,AU,-36.718132,125.593662,1964-02-04,2024-06-06T16:17:52,False,True
520,CUST-ZA-----9,Megan,Luna,lisacole@example.net,02-1965-2069,Apt. 970 8 Jackson Steps,,New Tammyton,QLD,2620,AU,-36.331579,134.115768,1964-05-31,2024-09-22T07:39:45,False,True
521,CUST---ZZZ09-,Blake,Murphy,hopkinsjoshua@example.com,(02)-5559-9370,Flat 44 9 Krista Stairs,,New Henryside,NSW,4802,AU,-43.577148,123.323589,1962-03-05,2024-04-27T22:59:39,False,True
522,CUST-A0A0-Z99,Thomas,Avery,gpope@example.com,0448.483.036,86 Fernandez Dale,,Luisstad,TAS,2300,AU,-38.118042,127.644956,2014-05-04,2024-06-08T11:47:11,False,True
523,CUST-A0Z90-0Z,Jamie,Cook,turnermatthew@example.com,0412.765.185,Level 1 274 Henderson Quays,,Raymondtown,NSW,2636,AU,-38.667961,121.784562,1961-07-18,2024-09-11T14:19:55,False,True
524,CUST---0-00ZA,Zachary,Anderson,susan35@example.com,0760-3615,4 Marcus Highway,,South Virginiachester,NSW,1378,AU,-42.307443,146.593109,2003-12-11,2024-10-30T09:06:03,False,True
525,CUST-Z90A--Z0,Mark,Davis,james09@example.net,(02)-8089-8475,Unit 04 1 Kaitlyn Wade,,Rebeccaton,TAS,2615,AU,-41.318551,120.368967,2010-06-16,2024-09-07T19:51:51,False,True
526,CUST-A9-A009-,Amy,Clayton,russellcaroline@example.com,0468.356.415,761 Lindsay Way,,Lake Christopher,VIC,2083,AU,-39.623987,150.876651,1963-07-03,2024-08-05T18:01:44,False,True
527,CUST-0-AA00ZZ,Stephen,Craig,acevedojohn@example.net,0429 852 270,61/97 Davis State Highway,,Tannerbury,QLD,0287,AU,-38.767488,120.178474,1993-04-22,2024-09-22T22:00:35,False,True
528,CUST--099-Z-A,Adam,Baldwin,jameslopez@example.com,9749.5560,Flat 53 0 Kaufman Alleyway,,East Ruthton,NSW,4586,AU,-42.007324,115.753914,2001-02-21,2024-06-18T03:26:54,False,True
529,CUST---9ZZ-AZ,Yvonne,Hayes,haileywilliams@example.com,0456 795 037,4 Timothy Parklands,,Markmouth,ACT,2697,AU,-38.388877,137.663974,1978-03-05,2024-02-09T21:34:38,False,True
530,CUST---A--0Z9,Diane,Clark,bad_email,+61.450.099.237,None,,North Olivia,NSW,9015,AU,-41.681690,120.657738,1973-02-21,2024-03-14T06:00:03,True,True
531,CUST--0Z009Z-,Michelle,Dawson,kimberly37@example.net,07-2561-6928,4 Lisa Terrace,,North Adam,WA,2619,AU,-35.613506,124.678877,1967-01-06,2024-11-05T07:47:16,False,True
532,CUST-0A90-0Z9,Tara,King,benjamin74@example.com,3778.0790,Flat 72 10 Roberts Crossway,,Rosefurt,SA,2653,AU,-40.540084,128.963117,2010-03-22,2024-04-07T13:55:29,False,True
533,CUST-A-AZZ--Z,Anthony,Bentley,williamsmelanie@example.com,(02) 1888 5134,Unit 18 0 Chen Mount,,East Robertmouth,TAS,2967,AU,-40.017060,151.829514,1982-09-13,2024-05-20T22:45:55,True,True
534,CUST-00-9090-,Randy,Davis,stephenmendoza@example.net,7774.9930,02 Donald Causeway,,South Kyleberg,NT,2686,AU,-42.683518,128.782903,1970-09-18,2024-01-29T16:08:34,True,True
535,CUST-999-ZZA-,Larry,Navarro,cherylwatson@example.net,0449.954.034,47 Peterson Heights,,Port Ianchester,NT,1097,AU,-37.322775,114.459336,1977-04-23,2025-01-24T18:15:35,False,False
536,CUST---9-099-,Kenneth,Montgomery,christopher00@example.net,+61-3-1702-0698,5 Maria Terrace,,Brianmouth,VIC,0835,AU,-35.638944,115.443809,2001-07-15,2024-02-15T04:13:58,True,True
537,CUST-A9-Z-09A,Philip,Castillo,abauer@example.org,+61 3 1798 8833,Flat 90 054 Vega Rosebowl,,Charlesburgh,SA,7867,AU,-40.206895,123.483062,1985-01-10,2024-03-12T20:34:20,False,True
538,CUST-Z-A90Z0Z,Meghan,Cortez,sherry36@example.org,+61.7.1478.6870,7/4 Reed Outlook,,Danielleside,TAS,2941,AU,-35.652758,127.427228,2008-04-05,2024-10-18T07:40:11,False,True
539,CUST-Z99-ZZ--,Belinda,Flores,udavis@example.org,0450.683.597,95 Russell Meander,,West Christopher,SA,2999,AU,-42.847018,138.333287,1976-09-21,2024-08-31T05:05:25,False,True
540,CUST-9Z-AZ9AA,Carrie,Ritter,gfoster@example.net,+61.3.3419.2457,1 Katie Quays,,New Aaronbury,ACT,2666,AU,-39.331588,119.446429,1961-12-13,2024-08-12T22:27:00,False,True
541,CUST-Z9-ZZ-90,Phillip,Sexton,ggonzales@example.net,(02) 3370 6034,Flat 14 90 Pham Follow,,Buchananhaven,VIC,2663,AU,-34.460181,128.030005,1962-07-24,2024-03-24T18:38:55,False,True
542,CUST---9-ZA--,Natalie,Kerr,ymoore@example.org,+61.425.577.113,Suite 404 24 Moran Quadrangle,,Kathystad,SA,2654,AU,-37.413914,120.016261,1975-06-09,2024-06-03T11:11:48,False,True
543,CUST--09-Z--A,James,Powell,larrysanders@example.org,+61205296676,2 Williams Quadrangle,,St. Patricia,ACT,2924,AU,-37.315631,145.253880,1981-10-11,2025-01-25T03:29:19,False,True
544,CUST--0-Z099Z,Mike,Cowan,taylorwillie@example.net,0400 004 516,833/542 Jennifer Trunkway,,New Christianmouth,TAS,2235,AU,-40.308674,125.594038,1960-02-22,2024-11-08T21:48:54,False,True
545,CUST--ZA00AZ-,Lisa,Hodge,kevinmichael@example.com,4155.1132,Suite 336 6 Benjamin Roadside,,Lake Lori,WA,2642,AU,-34.414873,128.869476,1974-09-02,2024-07-22T18:50:09,True,True
546,CUST--90-AAZ-,Amanda,Hoover,jenniferholloway@example.net,(03)-8292-0168,32 Montoya Distributor,,Danielport,TAS,0993,AU,-43.454887,128.999248,1970-05-27,2024-11-05T16:23:37,False,True
547,CUST-0A90-AZ-,Paul,Leonard,juan34@example.net,6703.3021,779 Chandler Crossway,,East Thomaschester,WA,2438,AU,-39.352368,113.593778,2003-12-04,2024-08-23T13:21:57,False,True
548,CUST-ZZ-ZA-9Z,Kristen,Abbott,vincent08@example.com,(02)91661301,77/0 Solomon Close,,South Shannon,WA,5611,AU,-40.427555,113.464494,1995-07-19,2024-05-07T06:22:48,False,True
549,CUST-Z0-9Z-09,Frederick,Parker,hendersoncasey@example.com,07.4786.8178,974/016 Jonathan Formation,,East Samuel,SA,1297,AU,-36.761898,144.499059,1969-01-26,2024-07-14T18:39:51,False,True
550,CUST-9ZA90-90,Daniel,Cabrera,reidshelley@example.com,0812 5457,65 Simmons Beach,,Mccallborough,WA,6767,AU,-37.844185,133.566305,1981-11-13,2024-12-21T01:46:40,False,True
551,CUST-Z-9--99A,Catherine,Steele,amanda10@example.net,0835867873,Unit 59 0 Robinson Crossway,,Justinton,WA,2619,AU,-36.179494,138.288511,1984-08-25,2024-05-16T16:50:13,False,True
552,CUST-A9-ZZ-A9,Kathy,Sanchez,esuarez@example.net,02.4244.4885,Level 9 44 Cortez Gully,,Parkershire,QLD,2697,AU,-38.423429,125.718029,1988-09-04,2024-06-26T16:10:46,False,True
553,CUST--9-00ZA9,Beth,Anderson,phall@example.org,07-5064-3111,7/75 Harris River,,Jamesview,ACT,4880,AU,-38.704083,124.161309,1988-04-15,2024-08-19T17:01:00,False,True
554,CUST-A9-0Z0-0,Jessica,Knapp,johnsonanne@example.net,0446-679-373,5/92 Mahoney Alley,,West Marytown,SA,5378,AU,-34.078691,134.829801,1976-01-10,2024-03-22T14:36:15,False,True
555,CUST-ZZZ999A9,Oscar,Webb,hamptondaniel@example.org,+61 2 0725 2007,None,,Danielside,NSW,2623,AU,-39.360861,145.045537,2000-04-27,2024-03-21T06:28:01,False,True
556,CUST-090-9-A9,Keith,Downs,ramseycurtis@example.net,32962063,7 Jennings Thoroughfare,,Amandaville,WA,2632,AU,-36.678520,149.819561,1989-02-27,2024-11-08T09:06:00,False,True
557,CUST--A-09-9-,Elizabeth,Ortega,feliciadavis@example.net,0490.776.301,14 Bryant Avenue,,Dodsonton,SA,2938,AU,-41.070181,147.777826,1978-07-28,2024-10-22T16:47:27,False,True
558,CUST-0Z-A---9,Christina,Lynch,yhernandez@example.org,3839 6059,Suite 344 264 Morton Ramp,,Michaelachester,WA,2178,AU,-39.936533,132.790701,2002-03-08,2024-07-16T02:33:42,False,True
559,CUST-9A-00-99,David,Clark,edwardmanning@example.org,(08) 4489 3329,41 Baldwin Lane,,Jillton,SA,2925,AU,-42.759432,117.839350,1983-07-20,2025-01-23T21:06:37,False,True
560,CUST-Z--ZAZ0-,Kevin,Gilmore,melissa82@example.net,0417.625.404,914/403 Caitlin Close,,West Keith,ACT,2985,AU,-39.553279,143.494958,1983-02-20,2024-10-17T10:01:23,True,True
561,CUST--ZZZ9Z9-,Ricky,Rich,biancamartinez@example.org,03.0619.4826,65/09 Richardson Upper,,St. Juliebury,ACT,2623,AU,-42.455587,144.207946,1971-07-14,2024-03-16T22:06:59,False,False
562,CUST-A-ZZ---Z,Devin,Berg,wwise@example.org,07 5837 6937,Level 8 4 Wood Ground,,West Martinbury,QLD,3901,AU,-38.989047,132.933497,1993-11-28,2024-09-05T23:36:24,False,True
563,CUST-Z-Z9A--A,Stacie,Alvarez,marshallkyle@example.com,73569007,473 Andrew Villas,,East Justin,TAS,2684,AU,-34.872975,148.252081,2007-01-08,2024-04-26T07:22:26,False,True
564,CUST-Z-AA9---,Gregory,Collins,kdixon@example.com,02.8589.6799,Apt. 676 72 Gibbs Ridge,,Jacquelineshire,NSW,2772,AU,-42.173153,149.453338,1981-12-27,2024-04-26T16:36:17,False,True
565,CUST-99-A-Z-A,Angela,Valdez,gabriellaleblanc@example.org,+61.2.6250.7439,13 Davenport Ronde,,Englishside,WA,7084,AU,-36.185874,124.754334,1966-07-21,2024-04-10T17:24:51,False,True
566,CUST-0---0ZA-,Dylan,Alvarez,zwilcox@example.com,4171-1120,6 Johnson Ring,,New Vernon,WA,0806,AU,-37.986459,131.704206,1975-11-02,2024-06-17T18:28:11,False,True
567,CUST-9Z--Z--Z,Alexander,Watson,smithbrandon@example.net,+61228270117,7 Tim Freeway,,East Donnamouth,ACT,0823,AU,-42.212048,142.417512,1987-05-01,2024-02-18T16:08:10,False,True
